1.065	413.763
1.565	413.766
2.065	413.769
2.565	413.766
3.065	413.769
3.565	413.771
4.065	413.771
4.565	413.771
5.065	413.772
5.565	413.772
6.065	413.769
6.565	413.766
7.065	413.766
7.565	413.763
8.065	413.766
8.565	413.768
9.065	413.77
9.565	413.773
10.065	413.778
10.565	413.782
11.065	413.78
11.565	413.781
12.065	413.785
12.565	413.786
13.065	413.79
13.565	413.795
14.065	413.803
14.565	413.812
15.065	413.82
15.565	413.828
16.065	413.837
16.565	413.847
17.065	413.854
17.565	413.863
18.065	413.869
18.565	413.88
19.065	413.89
19.565	413.899
20.065	413.907
20.565	413.912
21.065	413.919
21.565	413.919
22.065	413.921
22.565	413.923
23.065	413.923
23.565	413.922
24.065	413.927
24.565	413.929
25.065	413.934
25.565	413.937
26.065	413.939
26.565	413.94
27.065	413.943
27.565	413.959
28.065	413.984
28.565	414.011
29.065	414.034
29.565	414.059
30.065	414.082
30.565	414.101
31.065	414.123
31.565	414.146
32.065	414.167
32.565	414.185
33.065	414.199
33.565	414.217
34.065	414.239
34.565	414.263
35.065	414.278
35.565	414.296
36.065	414.312
36.565	414.329
37.065	414.344
37.565	414.356
38.065	414.371
38.565	414.381
39.065	414.4
39.565	414.414
40.065	414.434
40.565	414.444
41.065	414.456
41.565	414.467
42.065	414.478
42.565	414.487
43.065	414.494
43.565	414.507
44.065	414.515
44.565	414.529
45.065	414.534
45.565	414.549
46.065	414.559
46.565	414.574
47.065	414.587
47.565	414.606
48.065	414.622
48.565	414.64
49.065	414.656
49.565	414.668
50.065	414.681
50.565	414.686
51.065	414.698
51.565	414.703
52.065	414.711
52.565	414.717
53.065	414.723
53.565	414.726
54.065	414.728
54.565	414.731
55.065	414.742
55.565	414.747
56.065	414.75
56.565	414.755
57.065	414.765
57.565	414.772
58.065	414.782
58.565	414.8
59.065	414.817
59.565	414.836
60.065	414.847
60.565	414.853
61.065	414.86
61.565	414.868
62.065	414.886
62.565	414.899
63.065	414.913
63.565	414.924
64.065	414.936
64.565	414.949
65.065	414.959
65.565	414.967
66.065	414.976
66.565	414.981
67.065	414.987
67.565	414.996
68.065	415.008
68.565	415.018
69.065	415.02
69.565	415.025
70.065	415.031
70.565	415.042
71.065	415.058
71.565	415.064
72.065	415.073
72.565	415.083
73.065	415.096
73.565	415.109
74.065	415.127
74.565	415.138
75.065	415.156
75.565	415.172
76.065	415.188
76.565	415.207
77.065	415.23
77.565	415.251
78.065	415.269
78.565	415.291
79.065	415.312
79.565	415.335
80.065	415.356
80.565	415.378
81.065	415.397
81.565	415.41
82.065	415.426
82.565	415.438
83.065	415.452
83.565	415.469
84.065	415.483
84.565	415.498
85.065	415.51
