0	-8.89779
0.001	7.84877
0.002	23.869
0.003	37.6732
0.004	48.0149
0.005	54.0241
0.006	55.2954
0.007	51.9215
0.008	44.4671
0.009	33.8897
0.01	21.4164
0.011	8.39404
0.012	-3.86975
0.013	-14.2526
0.014	-21.9349
0.015	-26.4747
0.016	-27.8314
0.017	-26.3394
0.018	-22.6357
0.019	-17.5534
0.02	-11.9978
0.021	-6.82
0.022	-2.7073
0.023	-0.102515
0.024	0.837532
0.025	0.24086
0.026	-1.52113
0.027	-3.90763
0.028	-6.30288
0.029	-8.11669
0.03	-8.87618
0.031	-8.29593
0.032	-6.31708
0.033	-3.11071
0.034	0.953522
0.035	5.36801
0.036	9.56692
0.037	13.0127
0.038	15.2763
0.039	16.0991
0.04	15.4281
0.041	13.4187
0.042	10.4068
0.043	6.85337
0.044	3.27202
0.045	0.149309
0.046	-2.12879
0.047	-3.33371
0.048	-3.42575
0.049	-2.55562
0.05	-1.03609
0.051	0.711753
0.052	2.22908
0.053	3.09586
0.054	3.00147
0.055	1.7982
0.056	-0.470488
0.057	-3.57186
0.058	-7.11575
0.059	-10.6119
0.06	-13.5441
0.061	-15.4505
0.062	-15.9966
0.063	-15.0309
0.064	-12.6136
0.065	-9.01293
0.066	-4.6701
0.067	-0.136171
0.068	4.0092
0.069	7.24577
0.07	9.19398
0.071	9.67707
0.072	8.75364
0.073	6.71511
0.074	4.04673
0.075	1.35702
0.076	-0.715289
0.077	-1.60357
0.078	-0.910159
0.079	1.51705
0.08	5.54051
0.081	10.7296
0.082	16.4002
0.083	21.6948
0.084	25.6921
0.085	27.5342
0.086	26.5532
0.087	22.3802
0.088	15.0212
0.089	4.88699
0.09	-7.22705
0.091	-20.2135
0.092	-32.768
0.093	-43.5356
0.094	-51.2698
0.095	-54.9841
0.096	-54.0783
0.097	-48.422
0.098	-38.3835
0.099	-24.801
0.1	-8.89779
0.101	7.84877
0.102	23.869
0.103	37.6732
0.104	48.0149
0.105	54.0241
0.106	55.2954
0.107	51.9215
0.108	44.4671
0.109	33.8897
0.11	21.4164
0.111	8.39404
0.112	-3.86975
0.113	-14.2526
0.114	-21.9349
0.115	-26.4747
0.116	-27.8314
0.117	-26.3394
0.118	-22.6357
0.119	-17.5534
0.12	-11.9978
0.121	-6.82
0.122	-2.7073
0.123	-0.102515
0.124	0.837532
0.125	0.24086
0.126	-1.52113
0.127	-3.90763
0.128	-6.30288
